                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     84,                 0.4206,                0.24412,                0.79024,                0.99003,                 0.9707,                0.99345,                0.92738,                0.30451,                0.17111,                0.76695,              0.0095941,              0.0095941,              0.0095941
                     85,                0.42147,                0.24432,                0.78965,                 0.9902,                0.97058,                0.99345,                0.92743,                0.30442,                0.17122,                0.76693,              0.0095892,              0.0095892,              0.0095892
                     86,                0.41942,                0.24349,                0.78999,                0.99045,                0.97037,                0.99344,                0.92753,                0.30422,                0.17117,                0.76692,              0.0095842,              0.0095842,              0.0095842
                     87,                0.42085,                0.24434,                0.79001,                0.99068,                0.97014,                0.99344,                0.92769,                0.30423,                 0.1711,                0.76692,              0.0095793,              0.0095793,              0.0095793
                     88,                0.41961,                0.24311,                 0.7895,                0.99022,                0.97052,                0.99345,                 0.9277,                0.30427,                0.17123,                0.76692,              0.0095743,              0.0095743,              0.0095743
                     89,                 0.4203,                0.24355,                0.78972,                0.99053,                0.97033,                0.99346,                0.92756,                0.30421,                 0.1714,                0.76691,              0.0095694,              0.0095694,              0.0095694
                     90,                0.41813,                0.24252,                 0.7895,                0.99066,                0.97012,                0.99346,                0.92761,                0.30411,                0.17134,                0.76688,              0.0095644,              0.0095644,              0.0095644
                     91,                0.41935,                0.24282,                0.78928,                0.99042,                0.97064,                0.99345,                0.92783,                0.30403,                 0.1716,                0.76687,              0.0095595,              0.0095595,              0.0095595
                     92,                0.41835,                0.24313,                0.78955,                0.99007,                0.97085,                0.99345,                0.92772,                0.30397,                0.17157,                0.76685,              0.0095545,              0.0095545,              0.0095545
                     93,                0.41805,                0.24244,                0.78962,                0.99015,                0.97089,                0.99346,                0.92796,                0.30395,                0.17179,                0.76683,              0.0095496,              0.0095496,              0.0095496
                     94,                0.41808,                 0.2426,                0.78905,                0.99041,                0.97068,                0.99347,                0.92793,                0.30384,                0.17185,                0.76681,              0.0095446,              0.0095446,              0.0095446
                     95,                0.41707,                0.24179,                0.78906,                0.99076,                0.97035,                0.99348,                0.92785,                0.30384,                0.17194,                0.76678,              0.0095397,              0.0095397,              0.0095397
                     96,                 0.4174,                0.24179,                0.78985,                0.99097,                0.97048,                0.99348,                0.92791,                0.30376,                0.17204,                0.76677,              0.0095347,              0.0095347,              0.0095347
                     97,                0.41831,                0.24198,                0.78925,                0.99082,                0.97056,                0.99349,                0.92792,                0.30364,                0.17204,                0.76675,              0.0095298,              0.0095298,              0.0095298
                     98,                0.41801,                0.24244,                0.78992,                0.99112,                0.97052,                0.99351,                0.92806,                0.30357,                0.17203,                0.76672,              0.0095248,              0.0095248,              0.0095248
                     99,                0.41558,                0.24153,                0.78933,                0.99112,                 0.9706,                0.99353,                0.92815,                0.30348,                0.17215,                0.76669,              0.0095198,              0.0095198,              0.0095198
                    100,                0.41568,                0.24071,                 0.7892,                0.99104,                0.97082,                0.99353,                0.92804,                0.30348,                0.17222,                 0.7667,              0.0095149,              0.0095149,              0.0095149
                    101,                0.41536,                0.24156,                 0.7895,                0.99088,                0.97108,                0.99354,                0.92816,                0.30342,                0.17223,                0.76669,                0.00951,                0.00951,                0.00951
                    102,                0.41641,                0.24101,                0.78932,                0.99113,                0.97096,                0.99354,                0.92813,                0.30337,                0.17223,                0.76668,               0.009505,               0.009505,               0.009505
                    103,                0.41627,                0.24151,                0.78976,                0.99071,                0.97135,                0.99355,                0.92831,                0.30338,                0.17236,                0.76666,                 0.0095,                 0.0095,                 0.0095
                    104,                0.41541,                0.24126,                 0.7889,                0.99088,                0.97127,                0.99356,                0.92869,                0.30337,                0.17239,                0.76664,              0.0094951,              0.0094951,              0.0094951
                    105,                0.41633,                0.24136,                0.78947,                0.99076,                0.97178,                0.99358,                 0.9286,                0.30326,                0.17235,                0.76663,              0.0094902,              0.0094902,              0.0094902
                    106,                0.41512,                0.24116,                0.78903,                0.99072,                0.97186,                0.99358,                0.92879,                0.30322,                 0.1724,                0.76661,              0.0094852,              0.0094852,              0.0094852
                    107,                0.41384,                0.23985,                0.78917,                0.99045,                0.97206,                0.99359,                0.92897,                 0.3032,                0.17251,                0.76662,              0.0094803,              0.0094803,              0.0094803
                    108,                0.41506,                0.24009,                0.78894,                0.99055,                0.97187,                0.99359,                0.92907,                 0.3032,                0.17246,                0.76661,              0.0094753,              0.0094753,              0.0094753
                    109,                 0.4142,                0.23997,                0.78896,                0.99074,                0.97177,                 0.9936,                0.92942,                0.30318,                0.17257,                 0.7666,              0.0094704,              0.0094704,              0.0094704
                    110,                0.41441,                0.24066,                0.78917,                0.99053,                0.97193,                0.99362,                0.92904,                 0.3031,                0.17229,                0.76661,              0.0094654,              0.0094654,              0.0094654
                    111,                0.41316,                0.23961,                0.78912,                0.99038,                0.97214,                0.99362,                0.92916,                0.30293,                0.17201,                0.76661,              0.0094605,              0.0094605,              0.0094605
                    112,                0.41389,                0.24008,                0.78929,                0.98943,                0.97311,                0.99362,                0.92921,                0.30278,                0.17171,                0.76661,              0.0094555,              0.0094555,              0.0094555
                    113,                0.41183,                0.23888,                0.78888,                 0.9894,                0.97318,                0.99363,                0.92956,                0.30262,                0.17142,                 0.7666,              0.0094506,              0.0094506,              0.0094506
                    114,                0.41053,                0.23888,                0.78877,                0.98953,                0.97301,                0.99364,                0.92926,                0.30242,                0.17092,                 0.7666,              0.0094456,              0.0094456,              0.0094456
                    115,                0.41108,                0.23933,                0.78927,                0.98947,                0.97329,                0.99365,                0.92985,                0.30226,                0.17064,                 0.7666,              0.0094407,              0.0094407,              0.0094407
                    116,                0.40821,                 0.2376,                0.78877,                0.98953,                 0.9733,                0.99366,                0.92973,                0.30218,                0.17056,                 0.7666,              0.0094357,              0.0094357,              0.0094357
                    117,                 0.4085,                 0.2381,                0.78881,                0.98973,                 0.9733,                0.99366,                0.93003,                0.30211,                0.17045,                0.76659,              0.0094307,              0.0094307,              0.0094307
                    118,                0.40875,                0.23856,                0.78893,                0.98989,                 0.9733,                0.99367,                0.92979,                0.30213,                0.17045,                 0.7666,              0.0094258,              0.0094258,              0.0094258
                    119,                0.40701,                0.23783,                0.78863,                0.99031,                0.97271,                0.99368,                0.92964,                0.30211,                0.17022,                0.76659,              0.0094208,              0.0094208,              0.0094208
                    120,                0.40782,                0.23708,                0.78868,                0.99031,                0.97284,                 0.9937,                 0.9302,                0.30204,                0.17011,                0.76659,              0.0094159,              0.0094159,              0.0094159
                    121,                0.40564,                0.23723,                0.78845,                0.99043,                0.97284,                 0.9937,                0.93032,                0.30192,                0.16992,                0.76659,              0.0094109,              0.0094109,              0.0094109
                    122,                0.40569,                0.23742,                0.78845,                0.99061,                0.97264,                 0.9937,                0.93031,                0.30189,                0.16967,                0.76659,               0.009406,               0.009406,               0.009406
                    123,                0.40557,                0.23682,                0.78828,                0.99077,                 0.9726,                0.99371,                 0.9306,                0.30196,                0.16978,                0.76661,               0.009401,               0.009401,               0.009401
                    124,                0.40597,                0.23731,                  0.789,                0.99068,                0.97263,                0.99371,                0.93058,                0.30191,                0.16985,                0.76662,              0.0093961,              0.0093961,              0.0093961
                    125,                0.40525,                0.23639,                0.78842,                0.99052,                0.97281,                0.99371,                0.93055,                0.30203,                0.16974,                0.76663,              0.0093912,              0.0093912,              0.0093912
                    126,                0.40523,                0.23641,                0.78865,                0.99052,                0.97277,                0.99373,                 0.9305,                0.30208,                0.16971,                0.76662,              0.0093862,              0.0093862,              0.0093862
                    127,                0.40475,                0.23709,                 0.7886,                0.99098,                0.97255,                0.99373,                0.93065,                0.30208,                 0.1698,                0.76662,              0.0093813,              0.0093813,              0.0093813
                    128,                0.40527,                0.23623,                0.78803,                0.99123,                0.97231,                0.99375,                0.93116,                0.30204,                0.16974,                0.76662,              0.0093763,              0.0093763,              0.0093763
                    129,                0.40333,                0.23555,                0.78824,                 0.9911,                0.97251,                0.99376,                0.93094,                0.30208,                0.16953,                0.76662,              0.0093714,              0.0093714,              0.0093714
                    130,                0.40552,                0.23694,                0.78886,                0.99106,                0.97248,                0.99376,                0.93098,                0.30215,                0.16945,                0.76662,              0.0093664,              0.0093664,              0.0093664
                    131,                0.40381,                0.23608,                0.78865,                0.99139,                0.97231,                0.99377,                0.93129,                0.30233,                0.16976,                0.76662,              0.0093615,              0.0093615,              0.0093615
                    132,                0.40484,                0.23552,                0.78837,                0.99168,                0.97222,                0.99378,                0.93063,                0.30245,                0.16976,                0.76664,              0.0093565,              0.0093565,              0.0093565
                    133,                 0.4038,                0.23605,                0.78862,                0.99147,                0.97251,                0.99379,                  0.931,                0.30251,                0.16979,                0.76666,              0.0093516,              0.0093516,              0.0093516
                    134,                0.40504,                0.23621,                0.78864,                0.99115,                0.97285,                0.99378,                0.93102,                0.30252,                0.17001,                0.76665,              0.0093466,              0.0093466,              0.0093466
                    135,                0.40325,                0.23565,                0.78833,                0.99131,                 0.9727,                0.99378,                0.93115,                0.30268,                0.16993,                0.76665,              0.0093416,              0.0093416,              0.0093416
                    136,                0.40301,                0.23534,                0.78831,                0.99116,                0.97285,                0.99378,                0.93103,                0.30266,                0.17004,                0.76666,              0.0093367,              0.0093367,              0.0093367
                    137,                0.40301,                0.23481,                0.78828,                0.99137,                0.97281,                0.99378,                  0.931,                0.30264,                0.17008,                0.76665,              0.0093317,              0.0093317,              0.0093317
                    138,                  0.402,                0.23539,                0.78841,                0.99121,                0.97048,                0.99317,                0.92948,                0.30273,                0.17015,                0.76665,              0.0093268,              0.0093268,              0.0093268
                    139,                0.40333,                0.23528,                0.78817,                0.99119,                0.97318,                 0.9938,                0.93133,                0.30273,                0.17036,                0.76668,              0.0093219,              0.0093219,              0.0093219
                    140,                0.40162,                0.23455,                0.78853,                0.99166,                0.97268,                 0.9938,                0.93135,                0.30269,                0.17025,                0.76669,              0.0093169,              0.0093169,              0.0093169
                    141,                0.40219,                0.23506,                0.78831,                0.99161,                0.97271,                0.99381,                0.93152,                 0.3026,                0.17022,                0.76671,              0.0093119,              0.0093119,              0.0093119
                    142,                0.40247,                0.23467,                0.78822,                0.99148,                0.97284,                0.99381,                0.93162,                0.30267,                0.17066,                0.76671,               0.009307,               0.009307,               0.009307
                    143,                0.40107,                0.23447,                0.78758,                0.99182,                0.97259,                0.99383,                 0.9317,                0.30282,                0.17102,                0.76671,               0.009302,               0.009302,               0.009302
                    144,                0.40046,                0.23412,                0.78822,                0.99173,                0.97289,                0.99383,                0.93178,                0.30301,                0.17114,                0.76673,              0.0092971,              0.0092971,              0.0092971
                    145,                0.40173,                0.23467,                0.78816,                0.99219,                0.97255,                0.99384,                0.93182,                0.30324,                0.17119,                0.76673,              0.0092922,              0.0092922,              0.0092922
                    146,                 0.4016,                0.23456,                0.78796,                0.99111,                0.97348,                0.99385,                 0.9316,                0.30348,                0.17141,                0.76673,              0.0092872,              0.0092872,              0.0092872
                    147,                0.40073,                 0.2344,                0.78848,                0.99082,                0.97357,                0.99386,                0.93179,                0.30378,                0.17188,                0.76674,              0.0092823,              0.0092823,              0.0092823
                    148,                0.40053,                0.23406,                0.78844,                 0.9909,                0.97384,                0.99387,                0.93179,                  0.304,                0.17235,                0.76672,              0.0092773,              0.0092773,              0.0092773
                    149,                0.40137,                0.23476,                0.78795,                0.99245,                0.97293,                0.99387,                 0.9316,                 0.3042,                0.17284,                 0.7667,              0.0092724,              0.0092724,              0.0092724
                    150,                0.40145,                0.23442,                0.78829,                0.99207,                0.97326,                0.99388,                0.93175,                0.30439,                0.17331,                 0.7667,              0.0092674,              0.0092674,              0.0092674
                    151,                0.40236,                0.23493,                0.78827,                0.99099,                 0.9743,                0.99388,                0.93169,                0.30465,                0.17366,                 0.7667,              0.0092625,              0.0092625,              0.0092625
                    152,                0.40127,                0.23411,                0.78874,                 0.9912,                0.97428,                0.99388,                0.93152,                0.30491,                0.17432,                0.76669,              0.0092575,              0.0092575,              0.0092575
                    153,                0.39998,                0.23389,                0.78849,                0.99143,                0.97414,                 0.9939,                0.93172,                0.30504,                0.17473,                0.76667,              0.0092526,              0.0092526,              0.0092526
                    154,                0.39931,                0.23363,                0.78799,                0.99128,                0.97431,                 0.9939,                0.93196,                0.30506,                0.17471,                0.76665,              0.0092476,              0.0092476,              0.0092476
                    155,                0.40162,                0.23406,                0.78836,                0.99093,                0.93896,                0.96525,                0.90395,                 0.3053,                0.17517,                0.76665,              0.0092426,              0.0092426,              0.0092426
                    156,                0.39929,                0.23281,                  0.788,                0.99097,                0.97459,                0.99395,                0.93223,                0.30542,                0.17561,                0.76665,              0.0092377,              0.0092377,              0.0092377
                    157,                0.39891,                 0.2335,                 0.7882,                0.99116,                0.97458,                0.99396,                0.93222,                0.30546,                0.17578,                0.76667,              0.0092327,              0.0092327,              0.0092327
                    158,                0.40057,                0.23372,                0.78809,                0.99091,                0.97469,                0.99396,                 0.9323,                0.30537,                0.17585,                0.76666,              0.0092278,              0.0092278,              0.0092278
                    159,                0.39973,                0.23268,                0.78822,                 0.9907,                0.97485,                0.99397,                0.93241,                 0.3055,                0.17617,                0.76667,              0.0092229,              0.0092229,              0.0092229
                    160,                0.39751,                 0.2323,                0.78761,                0.99074,                0.97479,                0.99397,                0.93244,                0.30538,                0.17629,                0.76666,              0.0092179,              0.0092179,              0.0092179
