                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     33,                0.38667,                 0.2396,                0.81201,                  0.995,                0.98521,                0.99469,                0.96351,                0.28842,                0.17799,                0.77642,              0.0096931,              0.0096931,              0.0096931
                     34,                0.38619,                 0.2399,                0.81258,                0.99705,                0.98344,                0.99454,                0.96568,                 0.2723,                 0.1703,                0.77366,              0.0096832,              0.0096832,              0.0096832
                     35,                0.38422,                0.23865,                0.81169,                0.99689,                0.97788,                  0.994,                0.96144,                0.27515,                0.17989,                0.77375,              0.0096733,              0.0096733,              0.0096733
                     36,                0.38347,                0.23793,                0.81185,                0.99655,                0.98448,                0.99472,                0.96384,                0.27014,                0.17074,                0.77281,              0.0096634,              0.0096634,              0.0096634
                     37,                 0.3822,                0.23594,                0.81039,                0.99286,                0.98427,                0.99441,                0.96477,                 0.2715,                0.17372,                0.77289,              0.0096535,              0.0096535,              0.0096535
                     38,                0.38204,                0.23465,                0.81105,                0.99476,                0.98686,                 0.9948,                 0.9661,                0.26389,                  0.168,                 0.7723,              0.0096436,              0.0096436,              0.0096436
                     39,                0.37708,                0.23555,                0.80998,                0.99669,                 0.9842,                0.99465,                0.96954,                0.26226,                0.16704,                0.77286,              0.0096337,              0.0096337,              0.0096337
                     40,                0.37871,                 0.2341,                0.81098,                0.99604,                0.98648,                0.99478,                0.96859,                0.26755,                0.16892,                0.77198,              0.0096238,              0.0096238,              0.0096238
                     41,                0.37782,                0.23296,                0.81184,                0.99744,                 0.9842,                 0.9948,                0.96842,                0.25898,                0.16661,                0.77172,              0.0096139,              0.0096139,              0.0096139
                     42,                0.37813,                0.23243,                 0.8097,                0.99839,                0.98168,                0.99475,                0.97065,                0.25529,                0.16108,                0.77102,               0.009604,               0.009604,               0.009604
                     43,                 0.3733,                0.23175,                0.80908,                0.99709,                0.98559,                0.99477,                0.96307,                0.26302,                0.16858,                0.77184,              0.0095941,              0.0095941,              0.0095941
                     44,                0.37353,                0.22875,                0.80988,                0.99708,                 0.9866,                0.99478,                0.96725,                 0.2612,                0.16351,                0.77155,              0.0095842,              0.0095842,              0.0095842
                     45,                0.37202,                0.23041,                0.80946,                 0.9977,                0.98525,                0.99474,                0.96882,                0.26073,                0.16203,                0.77175,              0.0095743,              0.0095743,              0.0095743
                     46,                0.37396,                0.23073,                  0.809,                0.99687,                0.98597,                0.99479,                0.96921,                0.25365,                0.16014,                0.77044,              0.0095644,              0.0095644,              0.0095644
                     47,                0.36992,                 0.2274,                0.80831,                0.99641,                0.98572,                0.99477,                0.96892,                0.25764,                0.16186,                0.77114,              0.0095545,              0.0095545,              0.0095545
                     48,                0.36964,                0.22727,                0.80885,                0.99542,                0.98771,                0.99479,                0.97114,                0.25459,                0.15846,                0.76961,              0.0095446,              0.0095446,              0.0095446
                     49,                0.36789,                0.22794,                0.80868,                0.99618,                0.98509,                0.99473,                0.96854,                0.25737,                0.16132,                0.77161,              0.0095347,              0.0095347,              0.0095347
                     50,                0.36667,                0.22535,                0.80664,                0.99648,                0.98597,                0.99481,                 0.9673,                0.26117,                0.16145,                0.77091,              0.0095248,              0.0095248,              0.0095248
                     51,                0.36632,                0.22584,                0.80844,                 0.9974,                0.98521,                0.99482,                0.96894,                 0.2543,                0.16036,                 0.7714,              0.0095149,              0.0095149,              0.0095149
                     52,                0.36425,                0.22376,                0.80738,                0.99719,                  0.985,                0.99475,                0.96866,                0.25707,                0.15933,                0.77267,               0.009505,               0.009505,               0.009505
                     53,                0.36501,                0.22392,                0.80819,                0.99834,                0.98509,                0.99482,                0.97388,                0.24736,                0.15521,                0.76931,              0.0094951,              0.0094951,              0.0094951
                     54,                0.36507,                0.22403,                0.80815,                0.99656,                0.98745,                0.99482,                0.97044,                0.25749,                0.15897,                0.77171,              0.0094852,              0.0094852,              0.0094852
                     55,                0.36194,                0.22235,                 0.8086,                0.99693,                0.98511,                0.99479,                0.97025,                0.24931,                0.15544,                0.77035,              0.0094753,              0.0094753,              0.0094753
                     56,                0.36567,                0.22505,                 0.8084,                0.99767,                0.98597,                0.99485,                0.96977,                0.25296,                0.15592,                0.76994,              0.0094654,              0.0094654,              0.0094654
                     57,                0.36243,                0.22242,                0.80708,                0.99744,                0.98605,                 0.9948,                0.96874,                0.25581,                0.15806,                0.77069,              0.0094555,              0.0094555,              0.0094555
                     58,                0.36259,                0.22194,                0.80722,                0.99732,                0.98608,                0.99486,                0.96903,                 0.2533,                0.15841,                0.77045,              0.0094456,              0.0094456,              0.0094456
                     59,                0.36103,                0.22177,                0.80694,                0.99706,                  0.986,                0.99487,                0.97075,                0.25059,                0.15248,                0.77116,              0.0094357,              0.0094357,              0.0094357
                     60,                   0.36,                0.22394,                0.80704,                0.99804,                0.98357,                0.99474,                0.96768,                0.25596,                0.15899,                0.77141,              0.0094258,              0.0094258,              0.0094258
                     61,                0.36169,                0.22146,                 0.8073,                0.99681,                0.98777,                0.99489,                0.97162,                0.24743,                0.15204,                0.76873,              0.0094159,              0.0094159,              0.0094159
                     62,                0.36037,                0.22079,                0.80658,                0.99681,                0.98731,                0.99488,                0.97128,                 0.2455,                0.15089,                0.76914,               0.009406,               0.009406,               0.009406
                     63,                0.35891,                0.21941,                0.80558,                0.99821,                0.98584,                0.99485,                0.97087,                0.24513,                0.15091,                0.76981,              0.0093961,              0.0093961,              0.0093961
                     64,                0.35574,                0.21744,                0.80568,                0.99545,                0.98799,                0.99489,                0.97374,                0.24058,                0.14932,                0.76781,              0.0093862,              0.0093862,              0.0093862
                     65,                 0.3577,                0.21982,                0.80645,                0.99774,                 0.9861,                0.99486,                0.97107,                0.25118,                0.15221,                0.76987,              0.0093763,              0.0093763,              0.0093763
                     66,                0.35711,                0.21871,                0.80664,                0.99774,                0.98673,                0.99487,                0.97117,                0.24899,                0.15094,                  0.771,              0.0093664,              0.0093664,              0.0093664
                     67,                0.35567,                0.21809,                0.80706,                0.99834,                0.98546,                0.99489,                0.97405,                0.24218,                 0.1491,                0.76844,              0.0093565,              0.0093565,              0.0093565
                     68,                0.35651,                0.21825,                0.80662,                0.99732,                 0.9871,                 0.9949,                0.97283,                0.23947,                 0.1484,                0.76996,              0.0093466,              0.0093466,              0.0093466
                     69,                0.35402,                0.21828,                0.80597,                0.99681,                0.98823,                0.99492,                0.97206,                0.24014,                0.14714,                0.76934,              0.0093367,              0.0093367,              0.0093367
                     70,                 0.3569,                0.21665,                0.80717,                0.99719,                0.98792,                0.99492,                0.97241,                0.23924,                0.14833,                  0.769,              0.0093268,              0.0093268,              0.0093268
                     71,                0.35529,                0.21671,                0.80622,                0.99756,                0.98787,                0.99493,                0.97392,                0.24015,                0.14619,                0.76901,              0.0093169,              0.0093169,              0.0093169
                     72,                 0.3548,                0.21783,                0.80471,                0.99643,                0.98643,                0.99488,                 0.9718,                0.24169,                0.14796,                0.76958,               0.009307,               0.009307,               0.009307
                     73,                0.35301,                0.21624,                0.80527,                0.99732,                 0.9864,                0.99485,                0.97183,                0.24315,                0.14983,                0.76924,              0.0092971,              0.0092971,              0.0092971
                     74,                0.35186,                0.21433,                 0.8058,                0.99786,                0.98724,                0.99493,                0.97236,                0.23628,                0.14468,                0.76848,              0.0092872,              0.0092872,              0.0092872
                     75,                0.35188,                0.21739,                0.80638,                0.99592,                0.98732,                0.99488,                0.97263,                0.24027,                 0.1456,                0.76865,              0.0092773,              0.0092773,              0.0092773
                     76,                0.35157,                0.21577,                0.80417,                 0.9979,                0.98711,                0.99491,                0.97511,                0.23556,                0.14491,                0.76782,              0.0092674,              0.0092674,              0.0092674
                     77,                0.35194,                0.21439,                0.80721,                0.99735,                0.98749,                0.99487,                0.97336,                0.23473,                0.14401,                0.76876,              0.0092575,              0.0092575,              0.0092575
                     78,                 0.3503,                0.21434,                0.80531,                0.99817,                0.98698,                0.99489,                0.97232,                0.23678,                0.14662,                 0.7677,              0.0092476,              0.0092476,              0.0092476
                     79,                0.35026,                0.21432,                0.80524,                0.99732,                0.98748,                 0.9949,                0.97474,                0.23537,                0.14323,                0.76696,              0.0092377,              0.0092377,              0.0092377
                     80,                0.34984,                0.21243,                0.80488,                0.99767,                0.98585,                0.99487,                 0.9738,                0.23393,                 0.1428,                0.76754,              0.0092278,              0.0092278,              0.0092278
                     81,                0.34879,                0.21477,                0.80503,                0.99765,                0.98762,                0.99492,                0.97304,                0.23742,                0.14596,                0.76838,              0.0092179,              0.0092179,              0.0092179
                     82,                0.34853,                 0.2129,                0.80468,                 0.9977,                 0.9874,                0.99494,                 0.9759,                0.23088,                0.14134,                0.76628,               0.009208,               0.009208,               0.009208
                     83,                0.34727,                0.21115,                0.80406,                0.99769,                0.98711,                0.99491,                0.97257,                0.23372,                0.14136,                 0.7673,              0.0091981,              0.0091981,              0.0091981
                     84,                0.34757,                0.21313,                0.80563,                0.99821,                0.98832,                0.99494,                0.97534,                0.23245,                0.14037,                0.76664,              0.0091882,              0.0091882,              0.0091882
                     85,                0.34839,                0.21554,                0.80389,                0.99749,                0.98825,                0.99493,                0.97532,                0.23016,                0.14131,                0.76648,              0.0091783,              0.0091783,              0.0091783
                     86,                0.34697,                0.21332,                0.80452,                0.99835,                0.98673,                0.99493,                0.97491,                0.22952,                0.14021,                0.76673,              0.0091684,              0.0091684,              0.0091684
                     87,                 0.3475,                0.21203,                0.80469,                0.99804,                0.98724,                0.99491,                0.97483,                0.23052,                0.14042,                0.76696,              0.0091585,              0.0091585,              0.0091585
                     88,                0.34638,                0.21129,                0.80378,                 0.9977,                  0.988,                0.99493,                0.97574,                0.22812,                 0.1399,                0.76645,              0.0091486,              0.0091486,              0.0091486
                     89,                0.34882,                0.21373,                0.80458,                0.99851,                0.98736,                0.99492,                0.97517,                0.22804,                0.13933,                0.76687,              0.0091387,              0.0091387,              0.0091387
                     90,                0.34591,                0.21026,                0.80489,                0.99821,                0.98734,                0.99494,                0.97585,                0.22589,                 0.1381,                0.76593,              0.0091288,              0.0091288,              0.0091288
                     91,                0.34565,                0.21154,                0.80526,                0.99778,                 0.9885,                0.99493,                0.97455,                0.22982,                0.13909,                0.76681,              0.0091189,              0.0091189,              0.0091189
                     92,                0.34503,                 0.2124,                0.80405,                0.99852,                0.98736,                0.99495,                0.97638,                0.22648,                0.13729,                0.76588,               0.009109,               0.009109,               0.009109
                     93,                0.34423,                0.21014,                0.80342,                0.99859,                0.98604,                0.99492,                0.97588,                0.22719,                 0.1374,                0.76622,              0.0090991,              0.0090991,              0.0090991
                     94,                0.34575,                0.20991,                0.80432,                0.99745,                0.98731,                0.99492,                0.97747,                0.22473,                0.13734,                0.76618,              0.0090892,              0.0090892,              0.0090892
                     95,                0.34779,                0.21077,                0.80475,                0.99841,                 0.9866,                0.99492,                0.97601,                0.22543,                0.13653,                0.76672,              0.0090793,              0.0090793,              0.0090793
                     96,                0.34367,                0.20965,                0.80383,                0.99694,                0.98873,                0.99492,                0.97579,                0.22708,                0.13738,                0.76595,              0.0090694,              0.0090694,              0.0090694
                     97,                0.34399,                0.20933,                0.80399,                0.99808,                 0.9875,                0.99487,                0.97682,                0.22492,                 0.1361,                0.76629,              0.0090595,              0.0090595,              0.0090595
                     98,                0.34311,                0.20997,                0.80321,                0.99827,                0.98762,                0.99495,                0.97575,                0.22478,                0.13569,                0.76599,              0.0090496,              0.0090496,              0.0090496
                     99,                0.34151,                0.20892,                0.80325,                0.99744,                0.98837,                0.99491,                0.97654,                0.22463,                0.13562,                0.76629,              0.0090397,              0.0090397,              0.0090397
                    100,                0.34222,                0.20993,                 0.8027,                0.99745,                0.98812,                0.99493,                0.97613,                0.22408,                0.13574,                0.76662,              0.0090298,              0.0090298,              0.0090298
                    101,                0.34232,                0.20791,                0.80393,                0.99796,                0.98767,                0.99491,                0.97594,                0.22518,                0.13621,                0.76628,              0.0090199,              0.0090199,              0.0090199
                    102,                 0.3402,                 0.2091,                0.80342,                0.99871,                0.98648,                0.99493,                0.97692,                0.22168,                0.13515,                0.76592,                0.00901,                0.00901,                0.00901
                    103,                0.34176,                0.21049,                0.80414,                0.99836,                0.98711,                0.99491,                0.97668,                 0.2243,                0.13603,                0.76721,              0.0090001,              0.0090001,              0.0090001
                    104,                0.34066,                0.20557,                0.80264,                0.99821,                0.98763,                0.99495,                0.97688,                0.22138,                0.13328,                0.76543,              0.0089902,              0.0089902,              0.0089902
                    105,                0.34199,                0.20723,                0.80453,                0.99774,                 0.9885,                0.99493,                0.97602,                0.22335,                0.13443,                0.76504,              0.0089803,              0.0089803,              0.0089803
                    106,                0.34084,                0.20986,                0.80384,                0.99745,                0.98814,                0.99494,                 0.9764,                 0.2228,                0.13455,                 0.7652,              0.0089704,              0.0089704,              0.0089704
                    107,                 0.3403,                0.20736,                0.80208,                0.99821,                0.98793,                0.99495,                 0.9765,                 0.2219,                0.13355,                0.76599,              0.0089605,              0.0089605,              0.0089605
                    108,                0.33925,                0.20638,                 0.8033,                0.99872,                0.98762,                0.99495,                0.97702,                0.22061,                0.13272,                0.76562,              0.0089506,              0.0089506,              0.0089506
                    109,                0.34041,                0.20828,                0.80267,                0.99819,                0.98901,                0.99494,                0.97732,                0.22123,                0.13274,                0.76525,              0.0089407,              0.0089407,              0.0089407
                    110,                0.33961,                0.20848,                0.80321,                0.99811,                0.98863,                0.99496,                0.97733,                0.22056,                0.13279,                0.76518,              0.0089308,              0.0089308,              0.0089308
                    111,                0.33999,                0.20586,                0.80334,                0.99783,                0.98896,                0.99496,                0.97666,                0.22245,                0.13366,                 0.7653,              0.0089209,              0.0089209,              0.0089209
                    112,                0.33789,                0.20813,                0.80227,                0.99748,                0.98913,                0.99495,                  0.977,                0.22003,                0.13187,                0.76529,               0.008911,               0.008911,               0.008911
                    113,                0.33799,                0.20694,                0.80293,                0.99749,                0.98901,                0.99496,                0.97697,                0.21904,                0.13142,                0.76537,              0.0089011,              0.0089011,              0.0089011
                    114,                0.34016,                0.20465,                0.80265,                0.99781,                0.98901,                0.99496,                0.97744,                 0.2196,                0.13172,                0.76508,              0.0088912,              0.0088912,              0.0088912
                    115,                0.34036,                0.20608,                0.80281,                0.99732,                0.98917,                0.99495,                0.97704,                0.21927,                0.13231,                0.76443,              0.0088813,              0.0088813,              0.0088813
                    116,                0.33671,                0.20675,                0.80274,                0.99802,                0.98875,                0.99496,                 0.9773,                0.21881,                0.13262,                0.76473,              0.0088714,              0.0088714,              0.0088714
                    117,                0.33747,                0.20427,                0.80233,                0.99783,                0.98916,                0.99497,                0.97744,                0.21873,                0.13173,                 0.7649,              0.0088615,              0.0088615,              0.0088615
                    118,                0.33416,                0.20433,                0.80131,                0.99763,                0.98938,                0.99497,                0.97732,                0.21798,                0.13101,                0.76473,              0.0088516,              0.0088516,              0.0088516
                    119,                 0.3381,                0.20704,                0.80253,                0.99796,                0.98954,                0.99497,                0.97701,                0.21868,                0.13091,                0.76524,              0.0088417,              0.0088417,              0.0088417
                    120,                0.33514,                0.20497,                0.80205,                0.99796,                0.98885,                0.99496,                0.97719,                0.21809,                0.13006,                0.76498,              0.0088318,              0.0088318,              0.0088318
                    121,                0.33679,                0.20545,                0.80262,                0.99771,                0.98921,                0.99496,                0.97747,                0.21867,                0.13109,                0.76491,              0.0088219,              0.0088219,              0.0088219
                    122,                0.33703,                0.20609,                0.80224,                0.99743,                0.98901,                0.99496,                0.97718,                0.21682,                0.12993,                0.76487,               0.008812,               0.008812,               0.008812
                    123,                0.33511,                0.20407,                0.80219,                0.99845,                 0.9885,                0.99495,                0.97728,                0.21661,                0.12994,                0.76463,              0.0088021,              0.0088021,              0.0088021
                    124,                0.33423,                0.20492,                0.80248,                0.99777,                0.98926,                0.99496,                0.97806,                0.21652,                0.12992,                 0.7646,              0.0087922,              0.0087922,              0.0087922
                    125,                0.33439,                0.20279,                0.80127,                0.99872,                0.98899,                0.99497,                0.97779,                0.21652,                0.12943,                0.76438,              0.0087823,              0.0087823,              0.0087823
                    126,                0.33644,                0.20317,                 0.8017,                 0.9986,                0.98925,                0.99497,                0.97814,                0.21587,                0.12872,                0.76455,              0.0087724,              0.0087724,              0.0087724
                    127,                0.33385,                0.20524,                0.80109,                0.99809,                0.98894,                0.99496,                0.97767,                0.21574,                0.12942,                0.76463,              0.0087625,              0.0087625,              0.0087625
                    128,                0.33419,                 0.2039,                0.80218,                0.99728,                0.98976,                0.99497,                0.97796,                0.21603,                0.12971,                0.76475,              0.0087526,              0.0087526,              0.0087526
                    129,                0.33526,                  0.204,                0.80212,                 0.9972,                0.98958,                0.99497,                0.97824,                0.21478,                0.12873,                 0.7644,              0.0087427,              0.0087427,              0.0087427
                    130,                0.33103,                0.20396,                0.80282,                0.99755,                0.98964,                0.99496,                0.97792,                0.21459,                0.12912,                0.76438,              0.0087328,              0.0087328,              0.0087328
                    131,                0.33405,                0.20344,                0.80193,                0.99758,                0.98967,                0.99497,                0.97758,                0.21446,                0.12809,                0.76482,              0.0087229,              0.0087229,              0.0087229
                    132,                0.33405,                0.20271,                 0.8019,                0.99706,                0.99052,                0.99497,                0.97747,                0.21472,                 0.1283,                0.76459,               0.008713,               0.008713,               0.008713
                    133,                0.33485,                0.20375,                0.80176,                 0.9972,                0.98998,                0.99497,                0.97815,                0.21464,                0.12849,                0.76462,              0.0087031,              0.0087031,              0.0087031
                    134,                0.33476,                0.20363,                0.80209,                0.99796,                0.98926,                0.99496,                0.97813,                 0.2137,                0.12775,                0.76453,              0.0086932,              0.0086932,              0.0086932
                    135,                0.33447,                0.20316,                0.80294,                0.99771,                0.99009,                0.99497,                0.97802,                0.21401,                0.12831,                0.76445,              0.0086833,              0.0086833,              0.0086833
                    136,                0.33353,                0.20467,                0.80196,                0.99798,                0.98964,                0.99497,                 0.9783,                0.21377,                0.12749,                0.76413,              0.0086734,              0.0086734,              0.0086734
                    137,                0.33195,                0.20142,                0.80155,                0.99796,                0.98943,                0.99497,                0.97821,                 0.2135,                0.12685,                0.76429,              0.0086635,              0.0086635,              0.0086635
                    138,                0.33296,                  0.205,                0.80118,                0.99783,                0.98985,                0.99497,                0.97841,                0.21272,                0.12679,                0.76435,              0.0086536,              0.0086536,              0.0086536
                    139,                0.33053,                0.20224,                0.80219,                0.99809,                0.98964,                0.99497,                0.97816,                0.21289,                0.12685,                0.76458,              0.0086437,              0.0086437,              0.0086437
                    140,                 0.3332,                0.20171,                0.80228,                0.99758,                0.98941,                0.99497,                0.97832,                0.21249,                0.12725,                0.76477,              0.0086338,              0.0086338,              0.0086338
                    141,                0.33039,                0.20263,                0.80205,                0.99783,                0.98938,                0.99497,                0.97837,                0.21217,                0.12686,                0.76453,              0.0086239,              0.0086239,              0.0086239
                    142,                0.33089,                0.20146,                0.80249,                0.99745,                0.98964,                0.99497,                0.97826,                0.21206,                0.12692,                0.76431,               0.008614,               0.008614,               0.008614
                    143,                0.33302,                0.20247,                0.80317,                0.99708,                0.99027,                0.99497,                0.97791,                0.21224,                0.12673,                 0.7644,              0.0086041,              0.0086041,              0.0086041
                    144,                0.32952,                0.19996,                0.80049,                 0.9972,                0.98986,                0.99496,                0.97813,                0.21202,                0.12636,                0.76448,              0.0085942,              0.0085942,              0.0085942
                    145,                 0.3312,                0.20346,                0.80228,                0.99758,                0.98966,                0.99497,                0.97813,                0.21217,                0.12659,                0.76418,              0.0085843,              0.0085843,              0.0085843
                    146,                0.33169,                0.20247,                0.80136,                0.99809,                 0.9897,                0.99497,                0.97835,                0.21182,                0.12619,                0.76431,              0.0085744,              0.0085744,              0.0085744
                    147,                0.33158,                0.20073,                0.80153,                0.99819,                0.99002,                0.99498,                0.97804,                0.21162,                0.12577,                0.76433,              0.0085645,              0.0085645,              0.0085645
                    148,                0.33073,                0.20112,                0.80115,                0.99809,                 0.9898,                0.99498,                0.97809,                 0.2113,                0.12609,                0.76415,              0.0085546,              0.0085546,              0.0085546
                    149,                0.33028,                0.20088,                0.80076,                0.99796,                0.98987,                0.99497,                0.97828,                0.21097,                0.12587,                0.76409,              0.0085447,              0.0085447,              0.0085447
                    150,                0.32977,                0.20172,                0.80129,                0.99796,                0.98961,                0.99497,                0.97835,                0.21065,                0.12525,                0.76404,              0.0085348,              0.0085348,              0.0085348
                    151,                0.32998,                0.19933,                0.80176,                0.99799,                0.98964,                0.99497,                0.97837,                0.21053,                0.12519,                0.76445,              0.0085249,              0.0085249,              0.0085249
                    152,                0.33025,                 0.2011,                0.80245,                0.99695,                0.99066,                0.99497,                0.97847,                0.21093,                 0.1254,                 0.7645,               0.008515,               0.008515,               0.008515
                    153,                0.32999,                0.20079,                0.80187,                0.99696,                0.99052,                0.99497,                0.97863,                0.21089,                0.12568,                0.76448,              0.0085051,              0.0085051,              0.0085051
                    154,                0.32989,                0.20123,                0.80179,                0.99758,                0.99014,                0.99497,                0.97854,                0.21089,                0.12533,                0.76436,              0.0084952,              0.0084952,              0.0084952
                    155,                0.33018,                 0.2019,                0.80219,                0.99745,                0.99008,                0.99497,                 0.9783,                0.21069,                0.12557,                0.76432,              0.0084853,              0.0084853,              0.0084853
                    156,                0.32945,                0.20079,                0.80258,                0.99695,                0.99035,                0.99497,                0.97821,                0.21057,                0.12521,                0.76432,              0.0084754,              0.0084754,              0.0084754
                    157,                0.32927,                0.19995,                0.80176,                0.99757,                0.99002,                0.99497,                0.97839,                0.21011,                0.12498,                0.76436,              0.0084655,              0.0084655,              0.0084655
                    158,                0.32809,                0.20053,                  0.801,                0.99707,                0.99019,                0.99497,                0.97847,                0.20981,                0.12488,                0.76424,              0.0084556,              0.0084556,              0.0084556
                    159,                0.32887,                0.20015,                0.80119,                0.99704,                0.99002,                0.99497,                0.97863,                0.20985,                0.12509,                  0.764,              0.0084457,              0.0084457,              0.0084457
                    160,                0.32921,                0.19946,                0.80066,                0.99733,                0.99005,                0.99497,                0.97852,                0.20993,                  0.125,                0.76387,              0.0084358,              0.0084358,              0.0084358
